author,text,publishedAt,likeCount
@nurulNuraisyah-g5g,Saatnya upgrade keseruan bareng 𝐔𝐍𝐒𝐔𝐑𝟏𝟑𝟖!,5 months ago,
@Monitoringchanel12,Yang kesini gara gara feri,5 months ago,
@indralesmana5720,Next undang Master Limbads,5 months ago,
@1102abie,"""Pertumbuhan ekonomi berpengaruh sama GDP, itu dipengaruhi sama GDP ..."", pak Ferry ini belajar dari mana? Semoga cuma keselip lidah.",5 months ago (edited),
@Andiganie,"Maaf ya Nitizen, orang model kayak Ferry ini coma pinter ngomong doang. Suruh kerja ngga bakalan becus dah. Percaya saya. Dia cuma cari panggung doang, saya berani adu argumentasi dg dia, kalau mau......",1 month ago,
@blackjrg2245,Coba undang wakil presiden donk...tanpa briefing dulu...,5 months ago,
@sufi_yana673,"Wajar aja sih gibran di protes karna emang benar ga bisa kerja
Gw mah salut sama bang feri",5 months ago,
@hanifjanna1304,"Ded ...
Buzzer",4 months ago,
@PrasBreaktime,oo.... panter beberapa bulan ini isi timline twitter ku ko aneh.........,3 months ago,
@dedikurniawan5061,"gak mungkin segitu banyaknya pembantu presiden dan wakilnya gak tau dong masalah negara, masalah ekonomi dan lapangan kerja kan?? kecuali yang ngisi orang yang gak kompeten dan bangga akan kebodohannya.. inilah yg bikin geram..
coba bayangin siapa yang gak geram sama tukang parkir yang cuma muncul pas kita udah mau cabut.. markirin engga, jaga motor juga engga tapi wajib bayar, tapi ini bukan tentang parkir kawan",5 months ago,
@hudarkmifta4210,Fufu papa aman,5 months ago,
@pinkvib3sonly,GA GUNA KALIAN FLASH BACK UTK MANIPULASI FAKTA KRN KEBENARAN MUSTAHIL BISA DIKALAHKAN!!!,5 months ago,
@adekiswanto6026,gw yang bikin akunnya doank tapi ga pernah twitt 🫩,4 months ago,1
@beilerang,"wasap mahkan nomor telpon jadi mungkin bisa ngambil dari masing masing propaider, tapi kalo sadap soal cet atau telpon mah n tu n dah",5 months ago (edited),
@XH3ZIN,"Iya itu jg yg mo sy tanyakan,,, emang se-boleh itu bikin video utk publik sambil merokok? 
Emang gk di-banned sm YouTube nya??",5 months ago,
@MasArok-bt7jc,Bang bahan unboxing.japan dong,2 months ago,
@abdurrahmanzaid5943,Bukan Berharap ITU KEWAJIBAN.....,5 months ago,
@w4w4nn,"Seumpama, Pak Jokowi nyuruh video ini di take down....",5 months ago,
@alriputra6975,"Ekonomi, hukum, pendidikan sudah Rungkat di indonesia.siapa yang salah????",2 months ago,
@glitchwalk07734,Mau aje lau bang di undang sama deddy dagu..,5 months ago,
@AssifaNuraini-x2f,Om ded coba tugas dari menteri perhutanan tugasnya apa kalo hutan aja pada gundul lawak emang,4 weeks ago,
@hadi_ardiansyah,"bahas Jawa Barat dong kang dedy sama"" nama dedy ko diem aja bro?",5 months ago,
@bintangadiaksa777,"cukup sudah ngehalu ngipi buat negara ini jadi emas maju luar biasa...
ngarepin dedi juga bullsilet..
mulai sekarang mending ngurus amal perbuatan buat diri sendiri aja ,,
 semua di indo bergerak cuma demi cuan...
ingat ded ,, akhirat itu nyata melebihi nyatanya hidup saat ini ,, klo cuan yg loe cari dlm hidup ini ,, siap2 rugi akhirat...
sebaik2 amal jariyah/sedekah masih jauh lebih baik lagi amal perbuatan.
...ttd ME...",5 months ago,
@ahmadtaufik4240,Pantes bro tim ga maen x duluan,5 months ago,
@yenyen1863,"Bacot mah gampang, coba suruh jalani pasti plonga plongo",1 month ago,
@lilisadili7704,Dan faktanya bonus demografi indonesia di manfaatkan oleh negara lainDan tanpa sadar dengan adanya demo saat ini menutup rapat bonus demografi indonesia,1 month ago,
@vlaiacalonguru,Oposisi itu ada baiknya,1 month ago,
@alfrednikov8184,Om Ded Defensive ada kata Government?,5 months ago,
@KAWASAKINinja327,Partai politik oposisi harus mirik jdi petugas partai si Fery ini ..... Lumayan gaji petugas partai,1 month ago,
@TanuWirawan,"Kadang orang diem, yg nyinyir dan nantangin, rame banget, tar di bales, kriminilisasi",1 month ago,
@kangfajar62,Fufufafa,5 months ago,
@shafiyahaqilah2131,"bang... 
kopi mantab",3 weeks ago,
@dinoyuda2241,koreknya gantian juga ya...pling cuma 8000 criket abang2,4 months ago,
@JuruSalim,yg gbisa dilacak itu IN GAME,5 months ago,
@mudainvestor9098,sedappp,5 months ago,
@anim741,Om ded coba bikin tentang Kamboja yang lagi viral,5 months ago,
@JumainJaya-h1p,"please selsain duluu itu tentang bonus demografi, di giring ke lain malahannn",5 months ago,
@ichairmayunita8503,Mana program somasi om ded......????,5 months ago,
@deskav7793,Lhooo Penduking Gibran ya Om Ded???,1 month ago,
@lendz812,Podcast memancing ternak masuk,1 month ago,
@miftachulakram5411,,5 months ago,
@z4ckdaffa719,"Auto nyimak krn ada ferry i, bukan krn dk",5 months ago,
@adnanmaulana2334,"""Bukan cuma otoritas bisa semua orang"". Kalo setelah melakukan nya itu as *Cuci Tangan, bagaimana?",5 months ago,
@irawanjaya6739,Gimana Lokal mau maju kalau NO.2 di Indonesia aja sudah di beli sama Shopee....,5 months ago,
@ArdianSyah-sn1to,Ferry..keren lu bro..,1 month ago,
@gatotsupriyanto5753,Perbincangan mnrik sekali n berbobot,3 weeks ago,
@ravidalakbar,Fedi Nuril juga udah ga ngetweet lagi,5 months ago,
@Arulimam77,Bisa aja si squidward,5 months ago,
@janur301,Sekarang jepang lg ke Amerika lg om.,5 months ago,
@TheProudbeIndonesian,base on hiburan,1 month ago,
@chanelive,48:59gw penasaran kasus ttg apa itu...,4 months ago (edited),
@InFact88,"bahas novita tandry lah om ded
biar gak ada lagi korban korban gelar bodong",5 months ago,
@bchanell3783,Hanya di indo wakil presiden di buat leluconcoba di korsel,5 months ago,
@KabukuchiKun,"Om dedi tiap ada topik/pertanyaan yg diajukan sama ferry dan ga bisa dijawab, langsung disapu ga kyk dulu dibedah dan dikritisi bersama",5 months ago,
@Change-Makers-cd2et,fufufafa harusnya gampang ya di doxing,5 months ago,1
@kopiguemana93,ngeri ngeri sedap sepertinya bang ferry...,5 months ago,
@Baracuda-f6z,"Mantap ada rokok, org yg merokok org yg.pintar dan sehat karna tembakau itu obat kecuali buat org yg anti rokok",1 month ago,
@ace-69699,"01:07:57:38 = pemerintahannya di jepang tuh ada, bukan bagus atau enggak, ADA!!!",5 months ago (edited),
@yo_wassupdude,"Irwan, yakin kl pemerintah niru china nutup semua platform internasional, semua musti lokal dan dikontrol pula ( pengawasan melekat ala CCP yg bersuara dikit aja mengkritik  CCP bakal digaruk), lu bakal happy? Bahkan tiktok buatan chinapun nggak boleh buka di china.  Orang china aja pada pake VpN demi mengakses medsos luar termasuk youtube. 
Gua pernah ngikutin  cerita cerita org china pas waktu pemerintah tiba tiba menghajar berbagai medsos lokal bahkan ada platform baca dr luar yg ditutup hanya krn ada sekelompok fans artis bikin heboh. Nggak seenak yg lu bayangin wan. Kehilangan kebebasan berpendapat dan mengakses dunia luar dg bebas itu nggak enak. Org china nggak sehappy itu sebenernya, lu tinggal cari aja infonya.",1 month ago,
@MikySabasta,AJAKKK DILANN JANIARRR,5 months ago,
@jongyunanto9277,Ngga nyangka ya Dedy termasuk orang yg cerdas SDM bagus tapi kok jatuhnya pada SDM rendah yaaa..  .,5 months ago,
@ILO3223,"karena akun yt feri dibeli dedi, dia terus buat malaka",5 months ago,
@jfnick,"Busyet konten gibran soal bonus demografi dibilang bagus...bagus apanya ded sama sekali gak ada isinya konten gibran soal bonus demografi
Fery terlihat jauh lebih cerdas dari dedi yang cuma bisa muter2",5 months ago,1
@QuinzaHandsew75,"Ga salah, nih",1 month ago,
@aimarchanel9972,Ini mah anak abah..,1 month ago,
@riskyfirmansyah3849,"20:35boro"" Bikin sosmed sekelas IG,TWITTER, FB. BIKIN CORaTEX AJA BEGITU, bikin satu sehat aja server penuh mulu dulu",5 months ago,
@JaelaniAbdul-mk9be,Undangan Aurel val om,5 months ago (edited),
@capunkopunk5017,Bang fery lbh layak jd RI2 dr pada mas fufu,5 months ago,
@murottalal-gomedi6997,Om ded dulu gimana caranya bisa ketemu akun anonim? Pejabat aja g bisa ketemu pemilik akun fufu...,5 months ago,
@ganguan-k4s,Om ded ini podcast seharusnya anda mendengar narasumber bukan menentang narasumber,5 months ago,
@roxypubgm34,Om ded itu banyak yang spam judo di kolom komentar,5 months ago,
@ayunin4127,Dedy orang yang cerdas dan berwibawa  tetapi ketika milih dukung Gibran jatuh wibawanya sdh tidak respek lagi,5 months ago,
@KebabFamilyJapan,Kita yg org asing diperlakukan sama gak ada beda dg penduduk Jepang nya.,5 months ago,
@GIBRANN-l5w,"Oh my God om sumpah gue ngga nyangka logika lo udah setumpul itu, ""Mereka ngapain sampe nge doxing lo? Langsung aja ketemu disini atau dibawah debat bla bla bla"" serius se naif itukah? Come on om lo udah jadi bagian militer loh, lo tau dong taktik decoy, deterrence, attrition, proxy? Mereka para peneror juga ngga bodoh ferry bakal langsung diapa2in, karena kalo ferry kenapa2 besoknya bisa Indonesia spring lho beneran ini. Come on lah om you need to reconstruct your circle. Dibilang kecewa sebetulnya engga karena jujur gue udah berhenti berharap sama siapapun di negeri ini, sekalipun ama ferry, dia bukan harapan tapi dia inspirasi dan caffeine ditengah kekacauan di negeri ini. Gue lebih ke ngga nyangka aja lo udah separah itu om, dan no bukan compared to siapapun tapi bahkan lo ngga lebih baik daripada diri lo sendiri yang dulu yang kita lihat saat di interview oleh soleh solihun.",5 months ago,
@WanMarqiu7,UNDANG TONY Q RASTAFARA,5 months ago,
@HildamAlfianto-q2k,"noh bro ron berjuang sendiri buat memperjuangkan hak siswa siswi yang dana PIP nya diselewengkan oleh oknum sekolah, kok nggak diundang podcast ? katanya peduli pendidikan ?",5 months ago,
@pokasofficial2742,gua udah skip orang ini karena bentak-bentak bocah. kesini lagi gara-gara bung Ferry,5 months ago,
@imreality,Berarti Hacker Bjorka……,5 months ago,
@mursalfahmi249,Kurang seru.. Kebanyakan ngebahas tentang twitter.. Gk fokus ngebahas kinerja pemerintah dan kebijakannya ..,5 months ago,
@syahrulgmg9228,setuju gak undang sama @timotyronald,5 months ago,
@togogmahesa617,fery...wes kebongkar kedokmu,1 month ago,
@rsiacthr,Dulu pernah pake akun Anom marah marah Biden. Untung gak hilang aku.,5 months ago,
@OcitFamily,UNDANG KDM om,5 months ago,
@Sunyisendiri-k6m,Hanya di jaman Gibran jabatan Wapres jadi seksi ya..,5 months ago,
@王フエキ,Jd bangga gak pernah main twitter,5 months ago,
@jfun212,"Tanya om, kapan somasi dimulai",5 months ago,
@denbaguzpl8847,26:11berarti fufafa sangat mudah diketahui siapa,5 months ago,
@taufikadhityaw1520,Undang KDM om,5 months ago,
@aanbestari2443,"Om ded kok report report ngomongin politik,sistem sana sini akar masalahnya korupsi aja ga akan pernah selesai",5 months ago (edited),
@tasrifmuin6697,aq cuman mau tau apa sih yg dibicarakan dikonten soalnya  dinda fery aq salut..,1 month ago,
@lukmanhamdani499,"Kalo kalian tahu siapa akun anon, spell siapa pemilik akun FUFUFAFA. Kok sampai saat ini tidak di proses dan komdigi masih tetap diam.",5 months ago,
@10_imadedifaastikajaya_akl43,25:50,5 months ago,
@gresyt8679,Ini makanan jam 10 gua,5 months ago,
@PothelSanjaya,si fery ini tumbal siapa lagi ini,5 months ago,
@iqbalsh7643,Kesini cuma buat ferry,5 months ago,
@QuentinNewbie,Om ded sadar diri,5 months ago,
@MuhammadArif-xm1zw,Undang gibran dong,5 months ago,
@xiaoar9976,21:55@ferryirwandi bg,5 months ago,
@rontistiaoktafiando610,"Goverment kita mendewakan Elon, terutama yg terhormat Luhut, Joko dan Kroninya. Endingnya kita diremehkan elon",5 months ago,
@asoygeboy65,cuplikan ini sebentar lagi akan jadi blunder,1 month ago,
@ilhamriandra7552,,3 months ago,
@Nurjanah-g2,"Mas Gibran hanya wakil ttp aja apapun yg di lakukan ada arahan presiden, kurang elok dia kritik nya",5 months ago,
@Witantra.A,Bayangkan jika orang ke tiga 'asing' memanfaatkan hal tersebut (twitter/x) untuk spionase dan merusak tatanan masyarakat kita,5 months ago,
@gimbaldieng8688,Aku kembali lagi nonton video ini karena ribut masalah perkusi yang dialami naraum kita ini. Bingung gue apa yang salah dengan manusia ini kok TNI ribut ?,1 month ago,
@marwahsalsabilaputri7907,Undang dedi muyadi om gubernur konten,5 months ago,
@arrifdwinanda9782,dari pada makan gratis ya mending pendidikan gratis dengan kualitas yg munpuni. enggak terus terus san jadi sapi perah pemerintah,5 months ago,
@PutrijeniJayanti,Dunia kompeksi pada gulung tikar om gmna ini,1 month ago,
@rindarindu5937,Om ded g pengn undang KDM lagi kah?,5 months ago,
@storyofdicki5467,,5 months ago,
@introxproject8920,,5 months ago,
@rr4957,"Yakin g ada yg di tutup in,n berkata sebenarnya,Abah Kbrnya gimana bang ferry",1 month ago,
@locknessburg3275,"Maap nih..,mas Ferry singgung soal pertahanan negara..Klo soal pertahanan negara sih  gw gapapa yah.
Mau tank bekas ato pesawat tempur bekas kan itu bakal ada gunanya juga yah buat pertahanan negara 

(kalo semisalnya ada serangan dadakan entah dari negara mana kek) tank sama jet tempur ini bisa dipake

.(yah walaupun negara Laen udah ada nuclear)..menurut gw sih kocak yah dari pada bahas ini itu mending urus dlu noh koruptor..

""selama masih ada tikus dirumah lu barang2 yang lu beli gk bakal aman""",5 months ago (edited),
@calmerchannel,"undang dedi mulyadi dong,, lagi viral viralnya dengan barak militernya .... biar masyarakat lebih mengerti.",5 months ago,
@bajaxchanel2125,"combo sama rocky gerung ,,pasti oke banget.",1 month ago,
@ajipathuer1018,"48:59:20gw cari gada, mungkin ada yg nemu boleh bagi artikel beritanya, penasaran",5 months ago,
@m.ykombih5269,Musuh pejabat pebih tepatnya,5 months ago,
@AryWirabhuana-s2b,Undang pak wapres diskusi dgn refly harun,5 months ago,
@ahmadhulaipi2682,Malaka university beuhh,5 months ago,
@misbakhululum1550,,5 months ago,
@setiabudi-e3b,"inilah jeleknya negara ini, beda rezim, apapun yang dilakukan rezim terdahulu pasti jelek/negatif; tentang ""bonus demografi"", kenapa program KB tidak berlanjut?",3 months ago,
@dyansagitaris4637,,5 months ago,
@A.solusi,Dan sampe saat ini gua ga pernah pake twiter/x,2 months ago,
@AzzahraRahma80,"Yang penting pemerintah berintegritas ga? Kalo isinya koruptor menjamur mah, plis deh tanpa bebas bicara..",1 month ago,
@alifbalikpapangamers6681,mantab,5 months ago,
@retnawati974,setuju menit ke 21,5 months ago,
@DoyanJajan34,baru mulai mereka bedua malah klarifikasi,5 months ago,
@tonotini753,tolong suarakan gaji guru yg 2oorb perbulan atau yg serdik yg cuma 2jt perbuln,1 month ago,
@indracahyanata,"Musuh utama pemerintah ya Gibran, pemerintah memiliki peran mencerdaskan bangsa, gibran menurunkan taraf standar Wakil Presiden ga perlu cerdas dan berwawasan, cukup planga plongo",5 months ago,
@soulhunter4780,Maaf ijin leave si om botak terlalu ngebelain pertanyaan & sanggahannya terlalu stafsus,5 months ago (edited),
@hadisasongko91,Jadi gampang to siapa itu fufufafatapi  pemerintah mbulet ungkap siapa dia sebenarnya,5 months ago,
@dwitolibrantoro8669,jadi wapres ya sdh hrs siap bukan berusaha / coba2 jadi wapres. mau tdk mau dlm sejarah mosok disejajarkan dgn bung hatta dll.,1 month ago,
@namelessgoose13,12:36sumber risetnya?,5 months ago,
@supriono9942,siapa ferry ini,5 months ago,1
@jgcthegreat,Jangan sampai bonus demografi di Indonesia menjadi BEBAN DEMOGRAFI,5 months ago,
@kreathifastudio,"kalo USAHA (belajar) itu harusnya dari awal sebelum ngejabat.. bukan udh jadi baru belajar... 
kan jadi ketauan jadinya dipaksain... hahaha...gimana sii ah....  yang belain juga keliatan banget 'maksa"" nya..",5 months ago,
@raihanamariss,"Pemerintah ngapain? LAAH lAAAHHH....Pemerintah kerjaanya cuma Mervisi teruss LAAAH, pake di tanya pula bang ferry ini",5 months ago,
@fannyatmaningrum,Jadi Wapres karena Bapaknya Presiden. Kacau negeri ku,5 months ago,
@leonardomongdong1785,BUZZER pemerintah wkwk,5 months ago,
@aguswarsitaha5987,Intinya sistem indonesia itu salah. Kompetensi di kawan koruptor y susah,5 months ago,
@MahmudMad-x4y,"Kalau gk mualaf gk dapat tituler itu BroRuben
Richard
Bobon
Demi karir harus mualaf",5 months ago,
@fauzichannel9811,Udah dibersihkan Genk solo,1 month ago,
@Vanmos11,Seketika lgsg uninstall twiter thanks mas fer,5 months ago,
@Koncokentel22,Kapan ya gua bisa invest 10m kaya om ded,5 months ago,
@RiskaMuswa,"Om kenapa dijadikan poctcase,mending sampaikan to the point aja ke wapress,kasian dia malu tau.",5 months ago,
@kpu05,rokok kita sama om ded,5 months ago,
@MuhammadRolando,"Sifat individual indonesian people yg kearah negatif itu yg sangat amat tinggi , haus akan harta dan tahta",5 months ago,
@zizyangel3031,beririsan bener lo...kalo beriringan baru sama tujuan....,1 month ago,
@archel_linayui,Ferry bukan musuh utama pemerintah. Tapi musuh utama mulyono. Dia pendukung pemerintahan prabowo,5 months ago,
@rayagultom8720,Om ded.. ga usah 5 m lah.. sy 5 JT aja om buat modal warung sembako .,1 month ago,
@akupatricks,rakyat kita ini kayak rakyat komunis beda pemikiran disikat,5 months ago,
@tapchannel95,Bonus manusia nya ada bonus cari kerja 0 malah banyak PHK,5 months ago,
@PenguasaJagadunia,Woiii rokok rokok,5 months ago,
@acerindonesia2249,"Enakan beli alat perang Pak, ada fee disitu, invest di R&D dak populer krn dak ada cuan instan",5 months ago,
@omGun275,"Ded, luu mau negara otoriter dulu spy rakyat sejahtera? Terus kalau negara garong pejabatnya?",1 month ago,
@jehantammy6585,kenpa ga bisa diomongin baik-baik? mungkin karena niat mereka ga pernah baik?,5 months ago,
@evemeral-die,aku kok gak pernah lihat bung ferry pegang hp yaa,5 months ago,
@moehamadagung9929,Pemerintah cari enak sendiri.... Merata bullshit care sama yg dibawah...,5 months ago,
@susrikamila9771,Susah jaga privasi dong️,1 month ago,
@ndonk,Cahyadi Cahyadiii,5 months ago,
@oktarisilia7053,Pertanyaan nya.kapankah Gibran di undang di closdedor ?semua pejabat kan uda. Tinggal si Gibran aja yang belum atau nggk akan pernah .,1 month ago,
@ekachandra8575,"Ormas bahas

Lama2 mgga guna dedy cobuzer podcast

Indonesia darurat Ormas, bahas hal ini",5 months ago,
@hendrawijaya8485,"Moso Pahit 
Rojo nipu negoro
Mulyono

Mobil sMk siluman senjata rahasia konoha
Yang bisa mengalahkan pesawat zet tempur siluman amerika",5 months ago,1
@AlifFahrudin-dn7tu,Di atas orang pintar pasti ada orang pintar jadi jgn sok pintar,1 month ago,
@widolestari5688,Alamat tiktok indonesia dimana ya?,5 months ago,
@gladysagustina8119,UNDANG KDM donk bli,5 months ago,
@hardicahyono7046,info rokok e Dedy Corbuzier gays,5 months ago,
@dion.prnm_,"Fery konten kreator yang belom tau dalemnya sperti apa,  om Daddy telah masuk kedalam tau permasalahannya apa. keliatan kurang ferry",5 months ago,
@7intaputih936,Trs akun Bjorka siapa kalau memang gampang Akun Anon X di tracking?,5 months ago,
@hadiutomo6159,"Bahas yg lagi rame donk Om Deddy , dugaan Ijazah Pak.Jokowi palsu ?",5 months ago,
@afifauliazain102,jadi akun fufu fafa sipa yg punya om,5 months ago,
@FirmanTauhid-t5j,"UNDANG WAKIL PRESIDEN OM, BIAR PODCASTNYA GAK NGOMONG WHAHA. KAN KOSONG",4 months ago,
@gegegemong8786,Perdebatan GudangGaram vs Djarum,5 months ago,
@Henry-gw4hy,Kalau instagram bisa di lacak ga bang ?,2 months ago,
@yomaree7368,"Kl data di x bisa dibuka asal minta k Elon musk, berarti akun fufu fafa sbnrny bisa dibuka donk",4 months ago,
@fajarmulyana7534,Di jepanng emang gak ada ART bang sekaya apapun org jepang istri nya harus bisa ngurus rumah,5 months ago,
@SuwandiAe-e4z,Judul & pembahasanya ....30 : 60.. teruraikan,1 month ago,
@nurfauziati7304,Pemerintah saja yg aneh ...warga negara kritis kok jadi musuh....jadi.pemerintah saja yg ga mau di kritik,1 month ago,
@bayukushendarto3204,"Bintang Tamu'a Ga Bermutu,,!!!",5 months ago,
@RinaldiSuhardiono,Hari gini masih pake twitter??,5 months ago,
@DianDermawan-m5s,"Untungnya seumur hidup gua gak punya Twitter 
Penjelasan ferry sangat logis 
Yang masih punya akun Twitter selamat anda terjebak",5 months ago,
@dimasputra6541,internasional vs djarum black sedang berdebat,5 months ago,
@amiecubitus8605,Sy kira X malah lebih aman.,3 weeks ago,
@armaganintezaar8446,Sebelumnya wapres biasa2 aja ga seheboh ini...susah kalo orang udah ga ga suka dari awal.,5 months ago,
@retikabfc-s3t,"Gibran orang bagus kok,blm pernah melakukan koropsi....",1 month ago,
@ferrybrow3151,Satu kata untuk ferry enggak semuda macam kamu hisap rokok-,5 months ago,
@putri_caca2306,"om ded knpa g bersedia ngundang king abdi,, takut dibilang g respect dg temannya (tretan muslim) ya",5 months ago,
@rendipangkerego5618,"Musuh pemerintah? Apakah rakyat kritis itu disebut ""musuh""  ?",1 month ago,
@wouldyoureturntomonke2452,buzzer vs perjuangan,5 months ago,
@mochdhymasammirulhaz2568,apa kabar ciws ciws yg nyematin linktrakteer di x,5 months ago,
@binkspark,latihan diem dari sekarang... nti dajjal turun cm bisa tutup pintu sampai makan aja cm pake dzikir... saking ancurnya fitnah dan kedzaliman yang tak terkalahkan,5 months ago,
@HeriSantoso-br4kq,Buktinya penipuan PO barang atau jastip banyak yg masih beredar dan aman2 saja,5 months ago,
@adventuresekitarrumah2998,"Berlanjut kayaknya, klarifikasi tentang lu ber 2 nih",5 months ago,
@imamproject,Wawa,1 month ago,
@ALFAZAKARYA-n3r,"seklian aja tu herculess, ha",5 months ago,
@slomopict7756,ferry irwandi 95%      dedy corbuzer 89%,5 months ago,
@iie280,Mampir ktn ada bang fery irwandi,1 month ago,
@anwarbilqis5498,𝕌𝕟𝕕𝕒𝕟𝕘 𝔸𝕣𝕚𝕤𝕥𝕒𝕨𝕚𝕕𝕪𝕒 𝕤𝕚𝕤𝕨𝕚 𝕡𝕖𝕣𝕒𝕚𝕙 𝟟𝟘𝟘 𝕞𝕖𝕕𝕒𝕝𝕚 𝕥𝕒𝕜 𝕕𝕚𝕥𝕖𝕣𝕚𝕞𝕒 𝕕𝕚𝕤𝕖𝕜𝕠𝕝𝕒𝕙 𝕟𝕖𝕘𝕖𝕣𝕚,5 months ago,
@rikoman2020,cuman di x emang yang dapet banyak DM aneh2 padahal ngetwit pun engga,5 months ago,
@AryWirabhuana-s2b,Banyak orang pintar pinter teori,5 months ago,
@holytondi,"Bisa gak sih ngonten gk ngerokok?percuma lo stafsus presiden pemerintah. Pesan utk ferry juga: If you are wise enough, hisapan rokok kalian mengundang orang utk ngerokok jg",5 months ago,
@obaybaehakki7811,Ada yang berubah dari dia yang dulu sma skrg,5 months ago,
@wahyonowahyono5736,sama dong alasan nya karna ada Ferry gw kira gw doang,5 months ago,
@febriant6902,"ngomong sm ferry....sama aje melucuti pertahanan kita......disarm the army.....set luas negara kita seberapa luas nya....disangkanya negara kita cuma seonggok bidang tanah singapore kira2 cm seluas jakarta..........kita butuh pertahanannegara dr infiltrasi dr luar, masak kita dia nggk tau kita dikepung negara2 boneka amerika? seruannya jg sangat berbahaya....TNI balikin ke barak.....beugh...kerusuhan tgl 25 agustus kemarin apabila tanpa TNI yg mengatasi kerusuhan....sarang polisi diman2 jebol...chaos terjadi dimana2 penjarahan....gilak sih pemikirannya....BERBAHAYA",3 days ago,
@imhaffahmi,"Jujur gua liat deddy udah bias.
Bicara dia udah gk genuine lagi. Gua kesini cuma karena 1. Ferry Irwandi",5 months ago,
@DanilMirdan,Om ded undang KDM dong,5 months ago,
@meublecraft6555,Om ded. Lu kan media yg besar dan independen ya. Bahas ijazah yg dibilang palsu dong..,5 months ago,
@Bagassaputra_114,,5 months ago,
@maulanarizkiansyah2739,Disini terlihat ferry lbh pintar dr DC,5 months ago,
@nawirinen5416,Fery Irwandy lebih smart dari Smart People,5 months ago,
@larasputuardi,14 menit bangel ferry udh 3 batang rokok,5 months ago,
@supriSiswowihardjo,Alasan dia dijadiin pejabat apakah sama dengan diangkatnya Raffi?,5 months ago,
@AndyPung-h9w,Obrolan Omon2,3 weeks ago,
@anggalesmana2892,Rocky gerung undang dong om,5 months ago,
@Makakka7,Gibran mau maju pilpreskah Prabowo cuma satu periode,1 month ago,
@ayakcariduit-l8s,"Hrus kompeten,,,mnurut om ded,, pemerintah Qt kompeten gak om??",5 months ago,
@PUTRA-KLANA,Udah ditangkap blm,1 month ago,
@kucingmommyta,Ferry bukan musuh negara deh. Musuh negara tu sri.mulyani bahli luhut dan pejabat2 korup,1 month ago,
@ElliWidanurlaela,banyak predator  pricing,2 months ago,
@Ardi.hendra,nyaman rokoknya.,1 month ago,
@muhamadrochmat4580,"gibran mending di ganti aja sih, soalnya masih belum lyak jadi wapres,yg ada di hujat habis2an,menimbulkan gaduh di masyarakat,ya walaupun kebanyakan provokator nya anak abah.",5 months ago,
@gobelin2557,penyingkapan identitas,5 months ago,
@Naufallino_Abdillah,Nyimak,2 months ago,
@MuhamadFarel-f1c,"Udah unsub chanel ni
Karna ada fery aja kemari",5 months ago,1
@rizalnoerafandhi4523,Jangan ngomong enak jadi komunis sosialis.. Pokok warga enak hidup sejahtera.. Pada saatnya hal seperti itu akan bergesekan dengan yang namanya 5 agama,4 months ago,
@TemanInfoID-m,Hallo,5 months ago,
@BaratDaya-qh6wm,"SAYA LULUSAN SD,MAU JADI MENTERI",5 months ago,
@FinnLaww,Penggunaan X harus bubar ganti platform sosial media,5 months ago,
@asiaturin8710,"Gw heran, bisa bongkar yg""unknown"" kok bangga? 
Kenapa yg paling basic, yaitu ijazah dan identitas jokowi nggak bisa tau?.
Itulah salah satu tanda dari orang2 yg bangga dng kedangkalannya.",1 month ago,
@Nurjanah-g2,Berarti secra tidak langgsung dia ongomong pemerintahan sekarang kurang kompheten gitu,5 months ago,
@Yt-0192Account,"Lah bang, jangankan elu, konten kreator gaming juga diancam di x wkwkw",5 months ago,
@BumiLangit-yf6hs,Siapa Kepala Kiri Perut Kanan? Mungkin tidak ada diantara mereka berdua. Bagaimana?,4 months ago,
@DartoBongkar,"Perbedaan koment 2 bulan lalu sama sekarang,, kalo sekarang banyak bot dan buzzer nya",1 month ago,
@AsVV80,"Mau denger gak tapi join member, sdh kyk youtuber .....",1 month ago,
@Olah_Sports,Afs,5 months ago,
@Aswadz,Nando demo....,5 months ago,
@rozihidayat6246,"ga semudah itu fer

iya in aja fer disangkain elu itu pemerintah beneran
yang ditopang dengan segala resourche kayak gibran.
jangan mau fer suruh ngajarin Deddy 

diketawain framing dia 
elu cuman konten kreator doang",4 months ago,
@ImasKomariah-j1z,Gue sdh muak lihat podcast ini tapi cuman Feery yg menarik gue ke sini,1 month ago,
@EndangSumartini-h4n,"F P I & H T I️ 
ORMAS TERLARANG YG SUDAH DIBUBARKAN OLEH NEGARA",1 month ago,1
@everymarsh9266,ga usah elon mask...suruh netizen aja kebuka lah data lu ferrr,5 months ago,
@NandaAgustina-t3k,Om ded kalo berani undang habib riziek,5 months ago,
@tokekbugel8125,Knapa om ded lebit@! Ya,5 months ago,
@kemasyuliansyah7704,Dan Ahir nya semua akan Tau siapa si F....??,1 month ago,
@Yes2708,Gibran duplikat Muliyono.,5 months ago,
@MofikFirmansyah,Kok bisa lewat di feed gw si cahya,4 months ago,1
@har_16,Berarti akun fufufafa itu sudah di pastikan dong ?kalo bener gampang bener dapat data,5 months ago,
@ranggasanefa0416,Di bawah ferry ada gibran,5 months ago,
@Hsha-q1b,Senep liat si DG... Pasti belain fufufafa krn mendpt fasilitas macem² dlm pemerintahan Mulyono Pinokio...,5 months ago,
